Army,725,"West Point,  NY",-73.955162,41.395221,44
Ashland,35,"Ashland,  OH",-82.315344,40.868650,322
Assumption,36,"Worcester,  MA",-71.802189,42.263415,156
Auburn,37,"Auburn,  AL",-85.481735,32.607465,222
Augsburg,38,"Minneapolis,  MN",-93.264929,44.979035,262
Augusta St.,39,"Augusta,  GA",-81.975309,33.479090,42
Augustana (IL),40,"Rock Island,  IL",-90.576044,41.511575,171
Augustana (SD),41,"Sioux Falls,  SD",-96.731284,43.545350,447
Aurora,42,"Aurora,  IL",-88.315774,41.756950,197
Austin,953,"Sherman,  TX",-96.609129,33.636045,228
Austin Peay,43,"Clarksville,  TN",-87.359769,36.530755,142
Averett,44,"Danville,  VA",-79.417209,36.585983,127
Babson,45,"Babson Park,  MA",-71.260010,42.298302,51
Baldwin-Wallace,46,"Berea,  OH",-81.852576,41.365067,242
Ball St.,47,"Muncie,  IN",-85.381734,40.193165,291
Baptist Bible (PA),958,"Clarks Summit,  PA",-75.700423,41.493135,401
Bard,962,"Annandale-On-Hudson,  NY",-73.908333,42.012520,52
Barry,49,"Miami Shores,  FL",-80.193594,25.867480,11
Barton,15646,"Wilson,  NC",-77.916146,35.721700,41
Baruch,58,"New York,  NY",-74.007124,40.714550,45
Bates,50,"Lewiston,  ME",-70.218354,44.098555,60
Bay Path,26520,"Longmeadow,  MA",-72.554871,42.055667,55
Baylor,51,"Waco,  TX",-97.149507,31.571821,137
Becker,26107,"Leicester,  MA",-71.915361,42.244938,283
Bellarmine,52,"Louisville,  KY",-85.766404,38.254860,140
Belmont,14927,"Nashville,  TN",-86.778365,36.167783,136
Belmont Abbey,2683,"Belmont,  NC",-81.038028,35.244203,214
Beloit,53,"Beloit,  WI",-89.037934,42.506745,227
Bemidji St.,54,"Bemidji,  MN",-94.879649,47.473145,417
Benedict,55,"Columbia,  SC",-81.045249,33.998550,66
Benedictine (IL),296,"Lisle,  IL",-88.071317,41.799010,213
Bennett,14770,"Greensboro,  NC",-79.794704,36.068994,249
Bentley,56,"Waltham,  MA",-71.235324,42.376440,24
Berry,973,"Mount Berry,  GA",-85.181992,34.283298,198
Bethany (WV),59,"Bethany,  WV",-80.568059,40.204960,275
Bethany Lutheran,30038,"Mankato,  MN",-94.002416,44.167404,238
Bethel (MN),60,"St. Paul,  MN",-93.093326,44.943829,243
Bethune-Cookman,61,"Daytona Beach,  FL",-81.039404,29.203575,7
Binghamton,62,"Binghamton,  NY",-75.911271,42.098687,273
Birmingham-So.,28593,"Birmingham,  AL",-86.811504,33.520295,189
Blackburn,64,"Carlinville,  IL",-89.881954,39.279855,191
Bloomfield,984,"Bloomfield,  NJ",-74.195733,40.791907,42
Bloomsburg,65,"Bloomsburg,  PA",-76.453269,41.004610,179
Bluefield St.,985,"Bluefield,  WV",-81.222619,37.267985,787
Bluffton,987,"Bluffton,  OH",-83.891404,40.893750,258
Boise St.,66,"Boise,  ID",-116.193409,43.606980,828
Boston College,67,"Chestnut Hill,  MA",-71.164564,42.326095,57
Boston U.,68,"Boston,  MA",-71.056699,42.358635,12
Bowdoin,69,"Brunswick,  ME",-69.967784,43.913955,22
Bowie St.,70,"Bowie,  MD",-76.740474,38.960970,51
Bowling Green,71,"Bowling Green,  OH",-83.650419,41.375460,210
Bradley,72,"Peoria,  IL",-89.587764,40.692140,151
Brandeis,73,"Waltham,  MA",-71.235324,42.376440,24
Brevard,30094,"Brevard,  NC",-82.733914,35.234275,667
Bridgeport,74,"Bridgeport,  CT",-73.191269,41.181880,12
Bridgewater (VA),75,"Bridgewater,  VA",-78.975148,38.383550,361
Bridgewater St.,76,"Bridgewater,  MA",-70.977022,41.988734,39
Brockport,78,"Brockport,  NY",-77.937294,43.214235,162
Brooklyn,79,"Brooklyn,  NY",-73.990364,40.692455,74
Brown,80,"Providence,  RI",-71.411994,41.823875,85
Bryant,81,"Smithfield,  RI",-71.509023,41.885764,52
Bryn Mawr,82,"Bryn Mawr,  PA",-75.307759,40.020990,140
Bucknell,83,"Lewisburg,  PA",-76.890639,40.961130,145
Buena Vista,84,"Storm Lake,  IA",-95.201389,42.647475,432
Buffalo,86,"Buffalo,  NY",-78.878464,42.885440,188
Buffalo St.,85,"Buffalo,  NY",-78.878464,42.885440,188
Butler,87,"Indianapolis,  IN",-86.149964,39.766910,220
BYU,77,"Provo,  UT",-111.668509,40.233775,1387
BYU-Hawaii,2685,"Laie,  HI",-157.922975,21.648314,
C.W. Post,362,"Brookville,  NY",-73.561546,40.799876,99
Cabrini,88,"Radnor,  PA",-75.371712,40.037819,121
Cal Lutheran,105,"Thousand Oaks,  CA",-118.894254,34.185000,200
Cal Poly,90,"San Luis Obispo,  CA",-120.662519,35.285520,80
Cal Poly Pomona,91,"Pomona,  CA",-117.750034,34.054830,267
Cal St. Bakersfield,94,"Bakersfield,  CA",-119.018863,35.366970,123
Cal St. Chico,95,"Chico,  CA",-121.841985,39.732010,66
Cal St. Dom. Hills,92,"Carson,  CA",-118.262119,33.831610,13
Cal St. East Bay,98,"Hayward,  CA",-122.086137,37.671197,32
Cal St. Fullerton,97,"Fullerton,  CA",-117.929104,33.870325,52
Cal St. L.A.,100,"Los Angeles,  CA",-118.245319,34.053490,98
Cal St. Monterey Bay,30055,"Seaside,  CA",-121.852664,36.603883,8
Cal St. Northridge,101,"Northridge,  CA",-118.533879,34.234773,261
Cal St. San Bdino,93,"San Bernardino,  CA",-117.294124,34.105245,325
Cal St. Stanislaus,103,"Turlock,  CA",-120.846419,37.495015,30
Caldwell,995,"Caldwell,  NJ",-74.276645,40.841437,125
California,107,"Berkeley,  CA",-122.270539,37.869885,56
California (PA),106,"California,  PA",-79.892349,40.066800,233
Caltech,89,"Pasadena,  CA",-118.144264,34.147235,272
Calvin,114,"Grand Rapids,  MI",-85.671179,42.966410,199
Cameron,996,"Lawton,  OK",-98.389919,34.605185,341
Campbell,115,"Buies Creek,  NC",-78.738831,35.407040,62
Canisius,116,"Buffalo,  NY",-78.878464,42.885440,188
Capital,117,"Columbus,  OH",-83.002984,39.961960,238
Carleton,118,"Northfield,  MN",-93.153759,44.449600,293
Carnegie Mellon,119,"Pittsburgh,  PA",-79.997459,40.438335,242
Carroll (WI),120,"Waukesha,  WI",-88.235513,43.014423,257
Carson-Newman,1000,"Jefferson City,  TN",-83.490029,36.125775,348
Carthage,121,"Kenosha,  WI",-87.823654,42.588075,182
Case,122,"Cleveland,  OH",-81.690434,41.504380,213
Castleton,123,"Castleton,  VT",-73.175620,43.612287,136
Catawba,1001,"Salisbury,  NC",-80.469354,35.666934,234
Catholic,124,"Washington,  DC",-77.031959,38.890370,13
Cazenovia,23624,"Cazenovia,  NY",-75.848452,42.929600,362
CCNY,480,"New York,  NY",-74.007124,40.714550,45
Cedar Crest,14795,"Allentown,  PA",-75.470204,40.602570,112
Centenary (LA),125,"Shreveport,  LA",-93.747274,32.514615,63
Centenary (NJ),12884,"Hackettstown,  NJ",-74.828785,40.853475,174
Central (IA),126,"Pella,  IA",-92.916459,41.407390,270
Central Ark.,1004,"Conway,  AR",-92.440238,35.090818,96
Central Conn. St.,127,"New Britain,  CT",-72.782294,41.667720,58
Central Mich.,129,"Mount Pleasant,  MI",-84.768149,43.597230,238
Central Mo.,130,"Warrensburg,  MO",-93.741149,38.771224,254
Central Okla.,1009,"Edmond,  OK",-97.478129,35.654905,374
Central St. (OH),30049,"Wilberforce,  OH",-83.886890,39.711794,312
Central Wash.,1010,"Ellensburg,  WA",-120.548720,46.997040,468
Centre,132,"Danville,  KY",-84.774969,37.645975,302
Chadron St.,1012,"Chadron,  NE",-103.000209,42.831750,1029
Chaminade,133,"Honolulu,  HI",-157.857614,21.304770,
Chapman,134,"Orange,  CA",-117.850399,33.787865,63
Charleston (WV),1013,"Charleston,  WV",-81.638989,38.350195,189
Charleston So.,48,"Charleston,  SC",-79.931604,32.781150,11
Charlotte,458,"Charlotte,  NC",-80.837764,35.222690,226
Chatham,10972,"Pittsburgh,  PA",-79.997459,40.438335,242
Chattanooga,693,"Chattanooga,  TN",-85.309464,35.046440,219
Chestnut Hill,21323,"Philadelphia,  PA",-75.162454,39.952280,43
Cheyney,135,"Cheyney,  PA",-75.524064,39.930924,82
Chicago,137,"Chicago,  IL",-87.632409,41.884150,215
Chicago St.,136,"Chicago,  IL",-87.632409,41.884150,215
Chowan,8875,"Murfreesboro,  NC",-77.098209,36.442363,31
Chris. Newport,139,"Newport News,  VA",-76.480229,37.082885,16
Christian Bros.,1015,"Memphis,  TN",-90.049259,35.149766,76
Cincinnati,140,"Cincinnati,  OH",-84.504552,39.106614,179
Cincinnati-Clermont,30087,"Batavia,  OH",-84.179414,39.078590,178
Citadel,141,"Charleston,  SC",-79.931604,32.781150,11
City Tech,8580,"Brooklyn,  NY",-73.990364,40.692455,74
Claflin,30058,"Orangeburg,  SC",-80.864719,33.489350,76
Claremont-M-S,142,"Claremont,  CA",-117.716404,34.096100,366
Clarion,143,"Clarion,  PA",-79.385259,41.214595,449
Clark (MA),145,"Worcester,  MA",-71.802189,42.263415,156
Clark Atlanta,144,"Atlanta,  GA",-84.391109,33.748315,322
Clarke,1020,"Dubuque,  IA",-90.663269,42.499130,188
Clarkson,146,"Potsdam,  NY",-74.985889,44.669865,123
Clayton St.,20576,"Morrow,  GA",-84.340534,33.583350,284
Clemson,147,"Clemson,  SC",-82.839540,34.682571,224
Cleveland St.,148,"Cleveland,  OH",-81.690434,41.504380,213
Coast Guard,722,"New London,  CT",-72.096469,41.356445,7
Coastal Caro.,149,"Conway,  SC",-79.050634,33.834605,4
Cobleskill St.,30083,"Cobleskill,  NY",-74.483325,42.678172,281
Coe,150,"Cedar Rapids,  IA",-91.673759,41.976345,221
Coker,1023,"Hartsville,  SC",-80.073750,34.375025,64
Col. of Charleston,1014,"Charleston,  SC",-79.931604,32.781150,11
Colby,151,"Waterville,  ME",-69.631349,44.552795,33
Colby-Sawyer,152,"New London,  NH",-72.003414,43.424090,413
Colgate,153,"Hamilton,  NY",-75.543969,42.827005,345
Colo. Christian,11403,"Lakewood,  CO",-105.082731,39.710920,1683
Colorado,157,"Boulder,  CO",-105.279239,40.015740,1636
Colorado Col.,154,"Colorado Springs,  CO",-104.821814,38.833450,1837
Colorado Mines,155,"Golden,  CO",-105.224949,39.756655,1733
Colorado St.,156,"Fort Collins,  CO",-105.076259,40.581470,1528
Colorado St.-Pueblo,2720,"Pueblo,  CO",-104.612374,38.263860,1424
Columbia,158,"New York,  NY",-74.007124,40.714550,45
Columbus St.,159,"Columbus,  GA",-84.987629,32.462925,77
Concord,1028,"Athens,  WV",-81.016129,37.422994,787
Concordia (NY),162,"Bronxville,  NY",-73.831224,40.936062,33
Concordia (TX),24400,"Austin,  TX",-97.742984,30.267605,159
Concordia (WI),1036,"Mequon,  WI",-87.984334,43.224672,206
Concordia Chicago,160,"River Forest,  IL",-87.819574,41.887530,195
Concordia-Mhead,161,"Moorhead,  MN",-96.771664,46.875045,275
Concordia-St. Paul,9081,"St. Paul,  MN",-93.093326,44.943829,243
Connecticut,164,"Storrs,  CT",-72.253807,41.815338,197
Connecticut Col.,163,"New London,  CT",-72.096469,41.356445,7
Converse,8935,"Spartanburg,  SC",-81.934869,34.948255,240
Coppin St.,165,"Baltimore,  MD",-76.609264,39.290585,9
Cornell,167,"Ithaca,  NY",-76.495454,42.440495,131
Cornell College,166,"Mt. Vernon,  IA",-91.417539,41.922540,266
Creighton,169,"Omaha,  NE",-95.940469,41.260675,331
Crown (MN),30035,"St. Bonifacius,  MN",-93.744189,44.904095,291
Curry,170,"Milton,  MA",-71.079157,42.253485,33
DYouville,1059,"Buffalo,  NY",-78.878464,42.885440,188
Dallas,1044,"Irving,  TX",-96.955506,32.813516,155
Dallas Baptist,1045,"Dallas,  TX",-96.795404,32.778155,149
Daniel Webster,2691,"Nashua,  NH",-71.464209,42.758365,52
Dartmouth,172,"Hanover,  NH",-72.289499,43.700465,166
Davidson,173,"Davidson,  NC",-80.849242,35.497861,254
Davis & Elkins,174,"Elkins,  WV",-79.844489,38.924020,591
Dayton,175,"Dayton,  OH",-84.194439,39.759110,233
Defiance,1050,"Defiance,  OH",-84.362384,41.286245,213
Delaware,180,"Newark,  DE",-75.761814,39.678015,39
Delaware St.,178,"Dover,  DE",-75.524734,39.158035,12
Delaware Valley,179,"Doylestown,  PA",-75.131654,40.310035,135
Delta St.,181,"Cleveland,  MS",-90.717024,33.747525,43
Denison,182,"Granville,  OH",-82.517594,40.067810,292
Denver,183,"Denver,  CO",-104.992259,39.740010,1603
DePaul,176,"Chicago,  IL",-87.632409,41.884150,215
DePauw,177,"Greencastle,  IN",-86.861129,39.643995,256
DeSales,20,"Center Valley,  PA",-75.394808,40.533158,131
Detroit,184,"Detroit,  MI",-83.047924,42.331685,192
Dickinson,185,"Carlisle,  PA",-77.189169,40.201190,146
Dist. Columbia,186,"Washington,  DC",-77.031959,38.890370,13
Dixie St.,30095,"St. George,  UT",-113.583304,37.109075,848
Dominican (CA),30118,"San Rafael,  CA",-122.532474,37.974570,24
Dominican (IL),1332,"River Forest,  IL",-87.819574,41.887530,195
Dominican (NY),8956,"Orangeburg,  NY",-73.946683,41.053830,34
Dowling,2692,"Oakdale,  NY",-73.132855,40.742696,6
Drake,189,"Des Moines,  IA",-93.615659,41.589790,241
Drew,190,"Madison,  NJ",-74.416014,40.757122,76
Drexel,191,"Philadelphia,  PA",-75.162454,39.952280,43
Drury,1057,"Springfield,  MO",-93.291564,37.208975,401
Dubuque,192,"Dubuque,  IA",-90.663269,42.499130,188
Duke,193,"Durham,  NC",-78.896014,35.995275,121
Duquesne,194,"Pittsburgh,  PA",-79.997459,40.438335,242
Earlham,195,"Richmond,  IN",-84.890330,39.830110,300
East Carolina,196,"Greenville,  NC",-77.380234,35.607200,17
East Central,8965,"Ada,  OK",-96.678689,34.775070,308
East Stroudsburg,197,"East Stroudsburg,  PA",-75.178064,40.994550,152
East Tenn. St.,198,"Johnson City,  TN",-82.345284,36.320088,504
East Tex. Baptist,1062,"Marshall,  TX",-94.350119,32.545965,101
East. Mennonite,203,"Harrisonburg,  VA",-78.869047,38.451534,405
Eastern,8968,"St. Davids,  PA",-75.380127,40.041039,113
Eastern Conn. St.,200,"Willimantic,  CT",-72.206332,41.710542,73
Eastern Ill.,201,"Charleston,  IL",-88.176314,39.495975,206
Eastern Ky.,202,"Richmond,  KY",-84.297574,37.748810,291
Eastern Mich.,204,"Ypsilanti,  MI",-83.613089,42.240880,222
Eastern N.M.,206,"Portales,  NM",-103.339604,34.184310,1226
Eastern Nazarene,1064,"Quincy,  MA",-71.004164,42.252285,15
Eastern Ore.,1065,"La Grande,  OR",-118.095941,45.329545,849
Eastern Wash.,207,"Cheney,  WA",-117.574774,47.489010,722
Eckerd,208,"St. Petersburg,  FL",-82.638764,27.771190,25
Edgewood,1066,"Madison,  WI",-89.386694,43.072950,282
Edinboro,209,"Edinboro,  PA",-80.131170,41.875708,374
Elizabeth City St.,210,"Elizabeth City,  NC",-76.219759,36.301505,2
Elizabethtown,211,"Elizabethtown,  PA",-76.606718,40.152603,136
Elmhurst,212,"Elmhurst,  IL",-87.939889,41.903135,214
Elmira,213,"Elmira,  NY",-76.798814,42.090410,265
Elms,532,"Chicopee,  MA",-72.606973,42.148200,25
Elon,1068,"Elon,  NC",-79.504534,36.102995,218
Emerson,214,"Boston,  MA",-71.056699,42.358635,12
Emmanuel (MA),215,"Boston,  MA",-71.056699,42.358635,12
Emory,217,"Atlanta,  GA",-84.391109,33.748315,322
Emory & Henry,216,"Emory,  VA",-81.828957,36.775330,647
Emporia St.,1071,"Emporia,  KS",-96.180154,38.405605,352
Endicott,8981,"Beverly,  MA",-70.878979,42.547745,18
Erskine,1072,"Due West,  SC",-82.388674,34.333225,218
Eureka,218,"Eureka,  IL",-89.272264,40.721425,237
Evansville,219,"Evansville,  IN",-87.564125,37.976911,117
Fairfield,220,"Fairfield,  CT",-73.229624,41.165815,8
Fairleigh Dickinson,222,"Teaneck,  NJ",-74.019444,40.886875,39
Fairmont St.,1076,"Fairmont,  WV",-80.147154,39.481610,294
Farmingdale St.,27892,"Farmingdale,  NY",-73.445730,40.731870,23
Fayetteville St.,223,"Fayetteville,  NC",-78.877579,35.054495,29
FDU-Florham,221,"Madison,  NJ",-74.416014,40.757122,76
Felician,23157,"Lodi,  NJ",-74.085451,40.877257,6
Ferris St.,224,"Big Rapids,  MI",-85.480829,43.698320,286
Ferrum,225,"Ferrum,  VA",-80.014659,36.923360,386
Findlay,1079,"Findlay,  OH",-83.650288,41.037400,240
Finlandia,30032,"Hancock,  MI",-88.585670,47.126603,226
Fisk,226,"Nashville,  TN",-86.778365,36.167783,136
Fitchburg St.,227,"Fitchburg,  MA",-71.792259,42.581760,136
FIU,231,"Miami,  FL",-80.237419,25.728985,11
Fla. Atlantic,229,"Boca Raton,  FL",-80.089004,26.350490,8
Fla. Gulf Coast,28755,"Fort Myers,  FL",-81.868194,26.640845,7
Fla. Southern,233,"Lakeland,  FL",-81.947864,28.044190,58
Flagler,30092,"St. Augustine,  FL",-81.314255,29.892128,7
Florida,235,"Gainesville,  FL",-82.323184,29.651950,35
Florida A&M,228,"Tallahassee,  FL",-84.280649,30.439775,71
Florida St.,234,"Tallahassee,  FL",-84.280649,30.439775,71
Florida Tech,230,"Melbourne,  FL",-80.606884,28.079390,10
Fontbonne,11538,"Saint Louis,  MO",-90.199514,38.627740,149
Fordham,236,"Bronx,  NY",-73.923249,40.825745,28
Fort Hays St.,9011,"Hays,  KS",-99.332239,38.870940,618
Fort Lewis,1083,"Durango,  CO",-107.879304,37.273675,2006
Fort Valley St.,237,"Fort Valley,  GA",-83.888639,32.553900,162
Framingham St.,238,"Framingham,  MA",-71.416399,42.279715,55
Francis Marion,1085,"Florence,  SC",-79.769059,34.193630,46
Franciscan,30069,"Steubenville,  OH",-80.637163,40.369599,315
Frank. & Marsh.,239,"Lancaster,  PA",-76.301269,40.038045,123
Franklin,2694,"Franklin,  IN",-86.064109,39.483820,227
Franklin Pierce,241,"Rindge,  NH",-72.005812,42.755298,371
Fredonia St.,242,"Fredonia,  NY",-79.331214,42.440135,224
Fresno St.,96,"Fresno,  CA",-119.785734,36.740685,98
Frostburg St.,243,"Frostburg,  MD",-78.927609,39.656902,626
Furman,244,"Greenville,  SC",-82.400114,34.848270,295
Ga. Southern,253,"Statesboro,  GA",-81.783334,32.448915,82
Ga. Southwestern,1097,"Americus,  GA",-84.232564,32.072740,133
Gallaudet,245,"Washington,  DC",-77.031959,38.890370,13
Gannon,246,"Erie,  PA",-80.085239,42.129445,202
Gardner-Webb,1092,"Boiling Springs,  NC",-81.666679,35.250130,266
Geneva,30084,"Beaver Falls,  PA",-80.319139,40.765560,223
George Fox,1094,"Newberg,  OR",-122.975574,45.300325,56
George Mason,248,"Fairfax,  VA",-77.308132,38.841574,139
George Washington,249,"Washington,  DC",-77.031959,38.890370,13
Georgetown,251,"Washington,  DC",-77.031959,38.890370,13
Georgia,257,"Athens,  GA",-83.373255,33.958132,229
Georgia College,1096,"Milledgeville,  GA",-83.226219,33.081411,104
Georgia St.,254,"Atlanta,  GA",-84.391109,33.748315,322
Georgia Tech,255,"Atlanta,  GA",-84.391109,33.748315,322
Georgian Court,9004,"Lakewood,  NJ",-74.176816,40.079839,10
Gettysburg,258,"Gettysburg,  PA",-77.231114,39.830230,165
Glenville St.,1098,"Glenville,  WV",-80.838239,38.934625,233
Goldey-Beacom,8366,"Wilmington,  DE",-75.550844,39.740235,20
Gonzaga,260,"Spokane,  WA",-117.412279,47.657260,580
Gordon,1099,"Wenham,  MA",-70.887134,42.604595,23
Goucher,1467,"Baltimore,  MD",-76.609264,39.290585,9
Grambling,261,"Grambling,  LA",-92.716361,32.528006,102
Grand Canyon,1104,"Phoenix,  AZ",-112.075774,33.448260,355
Grand Valley St.,262,"Allendale,  MI",-85.943159,42.972235,203
Green Bay,794,"Green Bay,  WI",-88.010159,44.512795,182
Green Mountain,11062,"Poultney,  VT",-73.232789,43.516350,137
Greensboro,263,"Greensboro,  NC",-79.794704,36.068994,249
Greenville,1111,"Greenville,  IL",-89.413420,38.892370,192
Grinnell,264,"Grinnell,  IA",-92.727384,41.746870,312
Grove City,265,"Grove City,  PA",-80.088019,41.157480,384
Guilford,1112,"Greensboro,  NC",-79.794704,36.068994,249
Gust. Adolphus,266,"Saint Peter,  MN",-93.957754,44.326765,232
Gwynedd-Mercy,12399,"Gwynedd Valley,  PA",-75.264301,40.180648,103
Hamilton,267,"Clinton,  NY",-73.929394,44.954170,358
Hamline,268,"St. Paul,  MN",-93.093326,44.943829,243
Hampden-Sydney,269,"Hampden-Sydney,  VA",-78.456830,37.247462,164
Hampton,270,"Hampton,  VA",-76.345119,37.027795,
Hanover,1115,"Hanover,  IN",-85.474674,38.715739,241
Hardin-Simmons,271,"Abilene,  TX",-99.741424,32.449175,529
Harding,1116,"Searcy,  AR",-91.740154,35.250820,78
Hartford,272,"West Hartford,  CT",-72.744429,41.758770,43
Hartwick,273,"Oneonta,  NY",-75.060274,42.455310,344
Harvard,275,"Boston,  MA",-71.056699,42.358635,12
Haverford,276,"Haverford,  PA",-75.303189,40.013995,117
Hawaii,277,"Honolulu,  HI",-157.857614,21.304770,
Hawaii Hilo,2697,"Hilo,  HI",-155.081858,19.719241,
Hawaii Pacific,2696,"Honolulu,  HI",-157.857614,21.304770,
Heidelberg,278,"Tiffin,  OH",-83.176669,41.115224,230
Henderson St.,1123,"Arkadelphia,  AR",-93.054129,34.120970,82
Hendrix,1124,"Conway,  AR",-92.440238,35.090818,96
High Point,19651,"High Point,  NC",-80.005085,35.954689,294
Hilbert,8398,"Hamburg,  NY",-78.832109,42.716060,252
Hillsdale,280,"Hillsdale,  MI",-84.631842,41.922915,332
Hiram,281,"Hiram,  OH",-81.144319,41.309455,384
Hobart,282,"Geneva,  NY",-76.982094,42.866420,142
Hofstra,283,"Hempstead,  NY",-73.622794,40.709910,23
Hollins,284,"Roanoke,  VA",-79.940534,37.271525,294
Holy Cross,285,"Worcester,  MA",-71.802189,42.263415,156
Holy Family,1126,"Philadelphia,  PA",-75.162454,39.952280,43
Hood,8404,"Frederick,  MD",-77.412034,39.415745,92
Hope,286,"Holland,  MI",-86.101754,42.773090,200
Houston,288,"Houston,  TX",-95.369784,29.760450,11
Houston Baptist,287,"Houston,  TX",-95.369784,29.760450,11
Howard,290,"Washington,  DC",-77.031959,38.890370,13
Howard Payne,2741,"Brownwood,  TX",-98.980715,31.725271,408
Humboldt St.,291,"Arcata,  CA",-124.085154,40.867430,6
Hunter,292,"New York,  NY",-74.007124,40.714550,45
Huntingdon,1130,"Montgomery,  AL",-86.300629,32.380120,77
Husson,1133,"Bangor,  ME",-68.770775,44.801720,13
Idaho,295,"Moscow,  ID",-117.000544,46.732355,789
Idaho St.,294,"Pocatello,  ID",-112.450579,42.874720,1364
Ill. Wesleyan,300,"Bloomington,  IL",-88.997709,40.485010,248
Ill.-Chicago,302,"Chicago,  IL",-87.632409,41.884150,215
Ill.-Springfield,30050,"Springfield,  IL",-89.643604,39.801055,185
Illinois,301,"Champaign,  IL",-88.243499,40.114200,224
Illinois Col.,297,"Jacksonville,  IL",-90.231164,39.745201,179
Illinois St.,299,"Normal,  IL",-88.994139,40.510823,246
Immaculata,303,"Immaculata,  PA",-75.515038,40.035580,171
Incarnate Word,2743,"San Antonio,  TX",-98.494619,29.424490,214
Indiana,306,"Bloomington,  IN",-86.534244,39.166590,241
Indiana (PA),307,"Indiana,  PA",-79.150149,40.622905,393
Indiana St.,305,"Terre Haute,  IN",-87.413229,39.466495,151
Indianapolis,309,"Indianapolis,  IN",-86.149964,39.766910,220
Iona,310,"New Rochelle,  NY",-73.786804,40.919705,21
Iowa,312,"Iowa City,  IA",-91.526534,41.657825,210
Iowa St.,311,"Ames,  IA",-93.620199,42.025345,283
IPFW,308,"Fort Wayne,  IN",-85.138314,41.080260,242
Ithaca,313,"Ithaca,  NY",-76.495454,42.440495,131
IUPUI,2699,"Indianapolis,  IN",-86.149964,39.766910,220
Jackson St.,314,"Jackson,  MS",-90.180489,32.298690,101
Jacksonville,316,"Jacksonville,  FL",-81.656219,30.331470,7
Jacksonville St.,315,"Jacksonville,  AL",-85.761183,33.814222,216
James Madison,317,"Harrisonburg,  VA",-78.869047,38.451534,405
John Carroll,320,"University Heights,  OH",-81.536274,41.496875,317
John Jay,321,"New York,  NY",-74.007124,40.714550,45
Johns Hopkins,322,"Baltimore,  MD",-76.609264,39.290585,9
Johnson & Wales (RI),22626,"Providence,  RI",-71.411994,41.823875,85
Johnson C. Smith,323,"Charlotte,  NC",-80.837764,35.222690,226
Johnson St.,324,"Johnson,  VT",-72.676768,44.634251,153
